48.7812451,-122.5483927
48.8051923,-122.5291846
48.7689325,-122.5612038
48.7994017,-122.5128473
48.7876542,-122.5349281
48.8123409,-122.5456732
48.7732106,-122.5201945
48.7968124,-122.558931
48.7845619,-122.5067382
48.8082937,-122.5379814
48.7719485,-122.5491203
48.8037712,-122.5264179
48.7890054,-122.5638201
48.8152398,-122.5314827
48.7764031,-122.5429036
48.7987216,-122.5140935
48.782349,-122.5552837
48.8061145,-122.5226408
48.7705628,-122.5389154
48.7943029,-122.5617392
48.7839184,-122.5281047
48.8096721,-122.5472306
48.7758127,-122.5194381
48.801942,-122.5564183
48.7862395,-122.5093716
48.8134502,-122.5347819
48.7724903,-122.5508174
48.7975836,-122.5241938
48.7850921,-122.5596405
48.8072148,-122.5309284
48.7698824,-122.5413079
48.8026035,-122.5169203
48.791458,-122.5537296
48.8140829,-122.5261935
48.7773648,-122.5458172
48.8003196,-122.5102837
48.7882735,-122.5621048
48.8109374,-122.5396712
48.7740912,-122.5239046
48.7960847,-122.557391
48.7815309,-122.5149823
48.8056621,-122.5481207
48.7683476,-122.5324719
48.7938425,-122.5601842
48.7870193,-122.5213065
48.8112046,-122.5447938
48.7768925,-122.5078314
48.7991732,-122.5524076
48.7846748,-122.5369021
48.8084413,-122.5182047
